rate_adj,health_event,geography,geography_code,year,sex,race,age,Count,Population,rate,lb,ub,significance
Age-Adjusted Rate,Asthma,Potter,105,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Snyder,109,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Sullivan,113,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Tioga,117,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Warren,123,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wayne,127,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wyoming,131,2011,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,York,133,2011,Female,White,All Ages,171,"199,788",79,67.1,90.8,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2010,Female,White,All Ages,"7,740","5,330,866",126.5,123.7,129.3,
Age-Adjusted Rate,Asthma,Adams,1,2010,Female,White,All Ages,44,"48,493",75.2,53,97.4,-
Age-Adjusted Rate,Asthma,Allegheny,3,2010,Female,White,All Ages,"1,096","517,783",175.3,165,185.7,+
Age-Adjusted Rate,Asthma,Armstrong,5,2010,Female,White,All Ages,76,"34,268",190.3,147.5,233.1,+
Age-Adjusted Rate,Asthma,Beaver,7,2010,Female,White,All Ages,151,"80,433",155,130.3,179.7,+
Age-Adjusted Rate,Asthma,Bedford,9,2010,Female,White,All Ages,39,"24,617",132.8,91.1,174.4,
Age-Adjusted Rate,Asthma,Berks,11,2010,Female,White,All Ages,228,"174,813",110.7,96.4,125.1,
Age-Adjusted Rate,Asthma,Blair,13,2010,Female,White,All Ages,73,"63,109",100.8,77.7,123.9,
Age-Adjusted Rate,Asthma,Bradford,15,2010,Female,White,All Ages,35,"30,989",99.3,66.4,132.2,
Age-Adjusted Rate,Asthma,Bucks,17,2010,Female,White,All Ages,447,"284,369",136.2,123.6,148.9,
Age-Adjusted Rate,Asthma,Butler,19,2010,Female,White,All Ages,112,"90,410",106.9,87.1,126.6,
Age-Adjusted Rate,Asthma,Cambria,21,2010,Female,White,All Ages,108,"69,211",132.2,107.2,157.1,
Age-Adjusted Rate,Asthma,Cameron,23,2010,Female,White,All Ages,ND,"2,535",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2010,Female,White,All Ages,77,"31,729",201.7,156.6,246.7,+
Age-Adjusted Rate,Asthma,Centre,27,2010,Female,White,All Ages,54,"66,903",86.1,63.1,109.1,-
Age-Adjusted Rate,Asthma,Chester,29,2010,Female,White,All Ages,219,"217,841",91.1,79,103.1,-
Age-Adjusted Rate,Asthma,Clarion,31,2010,Female,White,All Ages,19,"20,055",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clearfield,33,2010,Female,White,All Ages,73,"38,831",182.4,140.5,224.2,+
Age-Adjusted Rate,Asthma,Clinton,35,2010,Female,White,All Ages,15,"19,383",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Columbia,37,2010,Female,White,All Ages,71,"33,464",206.2,158.2,254.1,+
Age-Adjusted Rate,Asthma,Crawford,39,2010,Female,White,All Ages,73,"43,585",155.4,119.8,191.1,
Age-Adjusted Rate,Asthma,Cumberland,41,2010,Female,White,All Ages,87,"110,022",70.8,55.9,85.7,-
Age-Adjusted Rate,Asthma,Dauphin,43,2010,Female,White,All Ages,79,"100,396",70.9,55.2,86.5,-
Age-Adjusted Rate,Asthma,Delaware,45,2010,Female,White,All Ages,341,"209,347",149.1,133.3,164.9,+
Age-Adjusted Rate,Asthma,Elk,47,2010,Female,White,All Ages,24,"15,838",117.6,70.5,164.6,
Age-Adjusted Rate,Asthma,Erie,49,2010,Female,White,All Ages,84,"126,615",60.1,47.3,73,-
Age-Adjusted Rate,Asthma,Fayette,51,2010,Female,White,All Ages,136,"65,545",168,139.8,196.3,+
Age-Adjusted Rate,Asthma,Forest,53,2010,Female,White,All Ages,ND,"2,499",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2010,Female,White,All Ages,44,"70,705",53.7,37.9,69.6,-
Age-Adjusted Rate,Asthma,Fulton,57,2010,Female,White,All Ages,22,"7,175",287,167.1,407,+
Age-Adjusted Rate,Asthma,Greene,59,2010,Female,White,All Ages,54,"18,349",228.9,167.8,289.9,+
Age-Adjusted Rate,Asthma,Huntingdon,61,2010,Female,White,All Ages,24,"21,060",99.8,59.9,139.8,
Age-Adjusted Rate,Asthma,Indiana,63,2010,Female,White,All Ages,93,"42,786",198.9,158.4,239.3,+
Age-Adjusted Rate,Asthma,Jefferson,65,2010,Female,White,All Ages,31,"22,490",123.5,80,167,
Age-Adjusted Rate,Asthma,Juniata,67,2010,Female,White,All Ages,15,"11,958",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2010,Female,White,All Ages,155,"102,969",137.3,115.7,158.9,
Age-Adjusted Rate,Asthma,Lancaster,71,2010,Female,White,All Ages,212,"236,065",86.3,74.7,97.9,-
Age-Adjusted Rate,Asthma,Lawrence,73,2010,Female,White,All Ages,145,"44,350",281.3,235.5,327.1,+
Age-Adjusted Rate,Asthma,Lebanon,75,2010,Female,White,All Ages,60,"62,461",96.5,72.1,120.9,-
Age-Adjusted Rate,Asthma,Lehigh,77,2010,Female,White,All Ages,166,"143,157",97.8,82.9,112.7,-
Age-Adjusted Rate,Asthma,Luzerne,79,2010,Female,White,All Ages,267,"150,232",160.2,141,179.5,+
Age-Adjusted Rate,Asthma,Lycoming,81,2010,Female,White,All Ages,46,"54,794",77.2,54.9,99.6,-
Age-Adjusted Rate,Asthma,McKean,83,2010,Female,White,All Ages,19,"20,813",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mercer,85,2010,Female,White,All Ages,85,"54,908",136.3,107.3,165.3,
Age-Adjusted Rate,Asthma,Mifflin,87,2010,Female,White,All Ages,49,"23,280",176.6,127.2,226,
Age-Adjusted Rate,Asthma,Monroe,89,2010,Female,White,All Ages,58,"66,170",83.8,62.2,105.3,-
Age-Adjusted Rate,Asthma,Montgomery,91,2010,Female,White,All Ages,383,"335,336",98.7,88.8,108.6,-
Age-Adjusted Rate,Asthma,Montour,93,2010,Female,White,All Ages,15,"9,080",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2010,Female,White,All Ages,213,"131,850",133.5,115.6,151.5,
Age-Adjusted Rate,Asthma,Northumberland,97,2010,Female,White,All Ages,40,"45,792",74,51.1,97,-
Age-Adjusted Rate,Asthma,Perry,99,2010,Female,White,All Ages,14,"22,384",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2010,Female,White,All Ages,572,"322,037",177.6,163,192.1,+
Age-Adjusted Rate,Asthma,Pike,103,2010,Female,White,All Ages,ND,"25,387",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Potter,105,2010,Female,White,All Ages,ND,"8,579",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2010,Female,White,All Ages,117,"70,664",140.2,114.8,165.6,
Age-Adjusted Rate,Asthma,Snyder,109,2010,Female,White,All Ages,ND,"19,486",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2010,Female,White,All Ages,32,"37,150",65.8,43,88.6,-
Age-Adjusted Rate,Asthma,Sullivan,113,2010,Female,White,All Ages,ND,"3,038",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2010,Female,White,All Ages,29,"21,162",129.8,82.6,177.1,
Age-Adjusted Rate,Asthma,Tioga,117,2010,Female,White,All Ages,16,"20,821",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2010,Female,White,All Ages,12,"19,309",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2010,Female,White,All Ages,44,"27,334",129.2,91,167.4,
Age-Adjusted Rate,Asthma,Warren,123,2010,Female,White,All Ages,15,"20,622",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2010,Female,White,All Ages,207,"100,724",159,137.3,180.6,+
Age-Adjusted Rate,Asthma,Wayne,127,2010,Female,White,All Ages,16,"24,347",ND,ND,ND,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2010,Female,White,All Ages,467,"179,359",214.3,194.8,233.7,+
Age-Adjusted Rate,Asthma,Wyoming,131,2010,Female,White,All Ages,33,"13,810",191.9,126.4,257.4,
Age-Adjusted Rate,Asthma,York,133,2010,Female,White,All Ages,124,"195,790",57,47,67,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2009,Female,White,All Ages,"9,024","5,526,453",144.3,141.3,147.2,
Age-Adjusted Rate,Asthma,Adams,1,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Allegheny,3,2009,Female,White,All Ages,"1,159","527,596",184.1,173.5,194.6,+
Age-Adjusted Rate,Asthma,Armstrong,5,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Beaver,7,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bedford,9,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Berks,11,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Blair,13,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bradford,15,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bucks,17,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Butler,19,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cambria,21,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cameron,23,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Centre,27,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Chester,29,2009,Female,White,All Ages,234,"224,828",94.7,82.6,106.8,-
Age-Adjusted Rate,Asthma,Clarion,31,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clearfield,33,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clinton,35,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Columbia,37,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Crawford,39,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cumberland,41,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Dauphin,43,2009,Female,White,All Ages,86,"104,356",75.4,59.4,91.3,-
Age-Adjusted Rate,Asthma,Delaware,45,2009,Female,White,All Ages,413,"217,498",170.8,154.3,187.2,+
Age-Adjusted Rate,Asthma,Elk,47,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Erie,49,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fayette,51,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Forest,53,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fulton,57,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Greene,59,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Huntingdon,61,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Indiana,63,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Jefferson,65,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Juniata,67,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lancaster,71,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lawrence,73,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lebanon,75,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lehigh,77,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Luzerne,79,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lycoming,81,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,McKean,83,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mercer,85,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mifflin,87,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Monroe,89,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Montgomery,91,2009,Female,White,All Ages,451,"336,383",118,107.1,128.9,-
Age-Adjusted Rate,Asthma,Montour,93,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northumberland,97,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Perry,99,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2009,Female,White,All Ages,734,"369,442",192.5,178.6,206.4,+
Age-Adjusted Rate,Asthma,Pike,103,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Potter,105,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Snyder,109,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Sullivan,113,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Tioga,117,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Warren,123,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wayne,127,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wyoming,131,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,York,133,2009,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2008,Female,White,All Ages,"9,013","5,470,342",142.7,139.7,145.6,
Age-Adjusted Rate,Asthma,Adams,1,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Allegheny,3,2008,Female,White,All Ages,"1,279","525,342",200.2,189.2,211.2,+
Age-Adjusted Rate,Asthma,Armstrong,5,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Beaver,7,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bedford,9,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Berks,11,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Blair,13,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bradford,15,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bucks,17,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Butler,19,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cambria,21,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cameron,23,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Centre,27,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Chester,29,2008,Female,White,All Ages,224,"221,530",91.5,79.6,103.5,-
Age-Adjusted Rate,Asthma,Clarion,31,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clearfield,33,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clinton,35,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Columbia,37,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Crawford,39,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cumberland,41,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Dauphin,43,2008,Female,White,All Ages,72,"103,466",63.7,49,78.4,-
Age-Adjusted Rate,Asthma,Delaware,45,2008,Female,White,All Ages,404,"216,423",163,147.1,178.9,+
Age-Adjusted Rate,Asthma,Elk,47,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Erie,49,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fayette,51,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Forest,53,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fulton,57,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Greene,59,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Huntingdon,61,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Indiana,63,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Jefferson,65,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Juniata,67,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lackawanna,69,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lancaster,71,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lawrence,73,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lebanon,75,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lehigh,77,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Luzerne,79,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Lycoming,81,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,McKean,83,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mercer,85,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Mifflin,87,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Monroe,89,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Montgomery,91,2008,Female,White,All Ages,475,"334,291",122.9,111.8,133.9,-
Age-Adjusted Rate,Asthma,Montour,93,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northampton,95,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Northumberland,97,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Perry,99,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Philadelphia,101,2008,Female,White,All Ages,724,"354,056",192,178,205.9,+
Age-Adjusted Rate,Asthma,Pike,103,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Potter,105,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Schuylkill,107,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Snyder,109,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Somerset,111,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Sullivan,113,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Susquehanna,115,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Tioga,117,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Union,119,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Venango,121,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Warren,123,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Washington,125,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wayne,127,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Westmoreland,129,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Wyoming,131,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,York,133,2008,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Pennsylvania,0,2007,Female,White,All Ages,"8,207","5,473,768",133.2,130.3,136.1,
Age-Adjusted Rate,Asthma,Adams,1,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Allegheny,3,2007,Female,White,All Ages,"1,080","530,185",172.8,162.5,183.1,+
Age-Adjusted Rate,Asthma,Armstrong,5,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Beaver,7,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bedford,9,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Berks,11,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Blair,13,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bradford,15,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Bucks,17,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Butler,19,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cambria,21,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cameron,23,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Carbon,25,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Centre,27,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Chester,29,2007,Female,White,All Ages,213,"219,452",92.5,80,104.9,-
Age-Adjusted Rate,Asthma,Clarion,31,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clearfield,33,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Clinton,35,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Columbia,37,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Crawford,39,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Cumberland,41,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Dauphin,43,2007,Female,White,All Ages,81,"103,305",78.1,61.1,95.1,-
Age-Adjusted Rate,Asthma,Delaware,45,2007,Female,White,All Ages,335,"217,964",138.3,123.5,153.1,
Age-Adjusted Rate,Asthma,Elk,47,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Erie,49,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fayette,51,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Forest,53,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Franklin,55,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Fulton,57,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Greene,59,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Huntingdon,61,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Indiana,63,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
Age-Adjusted Rate,Asthma,Jefferson,65,2007,Female,White,All Ages,ND,ND,ND,ND,ND,-
